timestamp,open,high,low,close,volume
2025-07-23 10:00:00,131324.0,132612.4,116110.4,117247.2,1501.791
2025-07-23 11:00:00,117247.2,121889.2,117000.0,120702.6,1816.214
2025-07-23 12:00:00,120702.6,122063.1,120702.6,120702.6,1839.604
2025-07-23 13:00:00,120702.6,121864.0,120702.6,120702.6,1822.408
2025-07-23 14:00:00,120702.6,151225.2,116715.4,128202.9,48545.803
2025-07-23 15:00:00,128202.9,139791.1,128202.9,137158.6,2982.208
2025-07-23 16:00:00,137158.6,138782.7,137158.6,137158.6,1668.933
2025-07-23 17:00:00,137158.6,138515.8,137158.6,137158.6,1611.825
2025-07-23 18:00:00,137158.6,139909.5,137158.6,137158.6,1614.62
2025-07-23 19:00:00,137158.6,138814.1,137158.6,137158.6,1607.427
2025-07-23 20:00:00,137158.6,138496.0,137158.6,137158.6,1614.471
2025-07-23 21:00:00,137158.6,138828.0,137158.6,137158.6,1613.014
2025-07-23 22:00:00,137158.6,139064.2,137158.6,137158.6,1614.629
2025-07-23 23:00:00,137158.6,139064.2,137158.6,137158.6,1611.027
2025-07-24 00:00:00,137158.6,138740.6,137158.6,137158.6,1610.364
2025-07-24 01:00:00,137158.6,141000.0,137158.6,138530.1,1666.23
2025-07-24 02:00:00,138530.1,140368.4,137158.6,138530.1,1259.327
2025-07-24 03:00:00,138530.1,144000.0,138530.1,142065.8,892.962
2025-07-24 04:00:00,142065.8,143628.6,142065.8,142362.3,623.478
2025-07-24 05:00:00,142362.3,143676.6,139915.4,141314.5,624.398
2025-07-24 06:00:00,141314.5,143223.9,141314.5,142271.0,631.02
2025-07-24 07:00:00,142271.0,143759.6,139915.4,142150.9,629.864
2025-07-24 08:00:00,142150.9,144205.3,142150.9,142150.9,626.448
2025-07-24 09:00:00,142150.9,149990.0,139915.4,149903.3,637.334
2025-07-24 10:00:00,149903.3,159999.9,123918.3,127427.5,89789.671
2025-07-24 11:00:00,127427.5,136500.0,127427.5,135075.7,1134.375
2025-07-24 12:00:00,135075.7,148172.6,135075.7,142355.5,679.212
2025-07-24 13:00:00,142355.5,145211.7,140815.1,140815.1,620.467
2025-07-24 14:00:00,140815.1,146694.1,90768.6,90768.6,322695.901
2025-07-24 15:00:00,90768.6,120772.7,66666.9,119618.7,61919.558
2025-07-24 16:00:00,119618.7,120995.4,119618.7,119618.7,1888.839
2025-07-24 17:00:00,119618.7,120967.2,119618.7,119618.7,1895.733
2025-07-24 18:00:00,119618.7,121117.0,119618.7,119618.7,1883.371
2025-07-24 19:00:00,119618.7,121500.0,119618.7,119618.7,1805.396
2025-07-24 20:00:00,119618.7,121024.4,119618.7,119618.7,1775.361
2025-07-24 21:00:00,119618.7,120847.2,119618.7,119618.7,1754.176
2025-07-24 22:00:00,119618.7,124366.6,119618.7,119618.7,1851.331
2025-07-24 23:00:00,119618.7,120803.6,119618.7,119618.7,1755.971
2025-07-25 00:00:00,119618.7,120866.5,119618.7,119618.7,1747.036
2025-07-25 01:00:00,119618.7,120921.8,119618.7,119618.7,1817.404
2025-07-25 02:00:00,119618.7,120773.0,119618.7,119660.0,1828.88
2025-07-25 03:00:00,119660.0,120856.8,119618.7,119618.7,1822.511
2025-07-25 04:00:00,119618.7,119670.0,119618.7,119621.4,1858.187
2025-07-25 05:00:00,119621.4,120842.3,119618.7,119618.7,1844.4
2025-07-25 06:00:00,119618.7,121054.0,119618.7,119618.7,1887.35
2025-07-25 07:00:00,119618.7,121500.0,119618.7,119618.7,1865.238
2025-07-25 08:00:00,119618.7,121500.0,119618.7,120824.9,1844.311
2025-07-25 09:00:00,120824.9,122909.6,119618.7,120814.8,1466.483
2025-07-25 10:00:00,120814.8,123000.0,120814.8,122036.0,1165.712
2025-07-25 11:00:00,122036.0,124540.0,122036.0,124540.0,887.318
2025-07-25 12:00:00,124540.0,125970.9,124488.8,124488.8,704.621
2025-07-25 13:00:00,124488.8,133500.0,123256.3,133341.4,700.683
2025-07-25 14:00:00,133341.4,152571.4,133341.4,152571.4,37793.383
2025-07-25 15:00:00,152571.4,241359.7,152571.4,182534.6,708.669
2025-07-25 16:00:00,182534.6,184418.9,124488.8,125614.0,703.675
2025-07-25 17:00:00,125614.0,127130.0,120814.8,127003.0,828.671
2025-07-25 18:00:00,127003.0,127130.0,114086.1,115413.5,840.602
2025-07-25 19:00:00,115413.5,117614.9,114190.7,116706.4,652.493
2025-07-25 20:00:00,116706.4,118410.8,114199.7,114845.7,704.702
2025-07-25 21:00:00,114845.7,118480.0,114789.9,116134.0,796.953
2025-07-25 22:00:00,116134.0,118429.0,114569.7,116563.0,740.098
2025-07-25 23:00:00,116563.0,118364.3,114798.4,116520.7,657.934
