timestamp,open,high,low,close,volume
2025-07-23 09:15:00,4593.34,4844.17,4493.31,4493.31,12398.01
2025-07-23 09:30:00,4493.31,4610.84,4493.31,4493.31,12255.83
2025-07-23 09:45:00,4493.31,4581.67,4493.31,4493.31,11859.94
2025-07-23 10:00:00,4493.31,4581.67,3770.84,3776.67,12083.18
2025-07-23 10:15:00,3776.67,3939.93,3549.17,3705.88,8361.15
2025-07-23 10:30:00,3705.88,3774.33,3546.0,3594.29,7695.75
2025-07-23 10:45:00,3594.29,3782.14,3546.0,3737.92,7758.85
2025-07-23 11:00:00,3737.92,4041.6,3585.27,4013.77,9918.63
2025-07-23 11:15:00,4013.77,4695.32,4013.77,4690.85,381512.0
2025-07-23 11:30:00,4690.85,4696.96,4690.85,4690.85,11627.36
2025-07-23 11:45:00,4690.85,4696.96,4690.85,4690.85,11562.37
2025-07-23 12:00:00,4690.85,4696.96,4690.85,4690.85,11727.35
2025-07-23 12:15:00,4690.85,4696.96,4690.85,4690.85,11729.1
2025-07-23 12:30:00,4690.85,4696.96,4690.85,4690.85,11706.4
2025-07-23 12:45:00,4690.85,4696.96,4690.85,4690.85,11557.53
2025-07-23 13:00:00,4690.85,4696.96,4690.85,4690.85,11673.4
2025-07-23 13:15:00,4690.85,4696.96,4690.85,4690.85,11869.33
2025-07-23 13:30:00,4690.85,4696.96,4690.85,4690.85,11812.99
2025-07-23 13:45:00,4690.85,4696.96,4690.85,4690.85,11591.39
2025-07-23 14:00:00,4690.85,4696.96,4690.85,4690.85,11617.58
2025-07-23 14:15:00,4690.85,4696.96,4690.85,4690.85,11700.37
2025-07-23 14:30:00,4690.85,4696.96,4690.85,4690.85,11630.9
2025-07-23 14:45:00,4690.85,5305.97,4690.85,5305.97,401962.31
2025-07-23 15:00:00,5305.97,6652.5,5243.34,6652.5,9491.6
2025-07-23 15:15:00,6652.5,8209.46,6652.5,8174.96,85303.08
2025-07-23 15:30:00,8174.96,8174.96,3539.89,3990.69,95062.63
2025-07-23 15:45:00,3990.69,4109.17,3975.0,3992.5,7783.74
2025-07-23 16:00:00,3992.5,4080.61,3975.0,3975.0,7220.67
2025-07-23 16:15:00,3975.0,4056.67,3975.0,3975.0,8079.15
2025-07-23 16:30:00,3975.0,4056.67,3975.0,3975.0,8367.48
2025-07-23 16:45:00,3975.0,4050.84,3975.0,3975.0,8011.13
2025-07-23 17:00:00,3975.0,4050.84,3975.0,3975.0,8272.18
2025-07-23 17:15:00,3975.0,4050.84,3975.0,3975.0,8260.85
2025-07-23 17:30:00,3975.0,4050.84,3975.0,3975.0,8183.07
2025-07-23 17:45:00,3975.0,4050.84,3975.0,3975.0,8241.04
2025-07-23 18:00:00,3975.0,4058.17,3975.0,3975.0,8191.49
2025-07-23 18:15:00,3975.0,4050.84,3975.0,3975.0,8172.57
2025-07-23 18:30:00,3975.0,4050.84,3975.0,3975.0,8257.35
2025-07-23 18:45:00,3975.0,4050.84,3975.0,3975.0,8763.08
2025-07-23 19:00:00,3975.0,4050.84,3975.0,3975.0,8221.12
2025-07-23 19:15:00,3975.0,4050.84,3975.0,3975.0,8220.06
2025-07-23 19:30:00,3975.0,4116.8,3975.0,3984.45,8428.44
2025-07-23 19:45:00,3984.45,3989.43,3975.0,3975.0,8315.07
2025-07-23 20:00:00,3975.0,3997.41,3975.0,3975.0,8151.83
2025-07-23 20:15:00,3975.0,4004.17,3975.0,3975.0,8304.7
2025-07-23 20:30:00,3975.0,4050.84,3975.0,3975.0,8264.89
2025-07-23 20:45:00,3975.0,4004.17,3975.0,3975.0,8165.71
2025-07-23 21:00:00,3975.0,4050.84,3975.0,3975.0,8225.12
2025-07-23 21:15:00,3975.0,3992.5,3975.0,3986.67,8238.14
2025-07-23 21:30:00,3986.67,4050.84,3975.0,3975.0,8217.95
2025-07-23 21:45:00,3975.0,4054.5,3975.0,4054.5,6885.3
2025-07-23 22:00:00,4054.5,4133.26,3975.0,4054.5,5518.51
2025-07-23 22:15:00,4054.5,4074.17,4054.5,4054.5,5630.09
2025-07-23 22:30:00,4054.5,4078.12,3975.0,4054.5,5452.94
2025-07-23 22:45:00,4054.5,4090.37,3975.0,4090.2,5464.97
2025-07-23 23:00:00,4090.2,4167.5,3975.0,4119.95,5430.02
2025-07-23 23:15:00,4119.95,4144.17,4119.95,4119.95,5454.18
2025-07-23 23:30:00,4119.95,4138.34,3975.0,4078.3,5367.58
