timestamp,open,high,low,close,volume
2025-07-23 09:15:00,197.48,218.88,160.24,187.66,119814.8
2025-07-23 09:30:00,187.66,225.94,169.31,225.94,128438.3
2025-07-23 09:45:00,225.94,234.89,170.99,191.63,124498.6
2025-07-23 10:00:00,191.63,217.22,169.78,197.45,130263.7
2025-07-23 10:15:00,197.45,221.98,167.6,186.51,133715.3
2025-07-23 10:30:00,186.51,224.18,165.22,179.87,128299.5
2025-07-23 10:45:00,179.87,224.67,171.2,183.9,129429.7
2025-07-23 11:00:00,183.9,218.38,162.21,182.32,126332.1
2025-07-23 11:15:00,182.32,221.27,170.23,180.78,127040.2
2025-07-23 11:30:00,180.78,220.01,170.6,185.65,136459.3
2025-07-23 11:45:00,185.65,236.29,169.6,196.76,123153.9
2025-07-23 12:00:00,196.76,214.94,167.69,193.97,135714.8
2025-07-23 12:15:00,193.97,221.06,169.7,193.48,130639.5
2025-07-23 12:30:00,193.48,218.77,168.26,177.01,134295.5
2025-07-23 12:45:00,177.01,223.17,161.73,196.74,132941.0
2025-07-23 13:00:00,196.74,219.25,162.19,178.74,124749.7
2025-07-23 13:15:00,178.74,216.92,175.2,186.16,136594.9
2025-07-23 13:30:00,186.16,215.73,157.98,184.32,128898.7
2025-07-23 13:45:00,184.32,215.34,162.33,195.06,121714.8
2025-07-23 14:00:00,195.06,216.1,165.27,193.22,131750.1
2025-07-23 14:15:00,193.22,218.21,162.93,199.68,127927.3
2025-07-23 14:30:00,199.68,207.66,158.63,165.1,135320.9
2025-07-23 14:45:00,165.1,207.7,165.02,195.32,132211.6
2025-07-23 15:00:00,195.32,217.89,163.1,190.86,129474.1
2025-07-23 15:15:00,190.86,221.54,164.66,186.68,139261.5
2025-07-23 15:30:00,186.68,207.29,153.88,184.72,140570.1
2025-07-23 15:45:00,184.72,214.19,163.54,198.61,133893.4
2025-07-23 16:00:00,198.61,208.28,166.75,192.28,121354.0
2025-07-23 16:15:00,192.28,214.17,166.28,183.84,139777.0
2025-07-23 16:30:00,183.84,214.45,160.61,194.26,140273.3
2025-07-23 16:45:00,194.26,209.71,164.07,177.16,143358.4
2025-07-23 17:00:00,177.16,207.58,161.36,204.67,138295.0
2025-07-23 17:15:00,204.67,212.75,159.75,188.45,137552.8
2025-07-23 17:30:00,188.45,209.37,153.2,161.95,134807.6
2025-07-23 17:45:00,161.95,209.15,155.62,174.58,136547.4
2025-07-23 18:00:00,174.58,211.21,161.03,211.14,138397.4
2025-07-23 18:15:00,211.14,211.14,161.36,180.54,134001.9
2025-07-23 18:30:00,180.54,213.36,166.26,188.78,136699.7
2025-07-23 18:45:00,188.78,211.91,151.79,211.49,134474.2
2025-07-23 19:00:00,211.49,213.2,162.23,185.0,136367.9
2025-07-23 19:15:00,185.0,212.33,155.05,179.19,131642.4
2025-07-23 19:30:00,179.19,210.95,165.21,172.1,136846.7
2025-07-23 19:45:00,172.1,209.82,165.27,183.62,138503.1
2025-07-23 20:00:00,183.62,203.92,160.74,168.81,135797.4
2025-07-23 20:15:00,168.81,213.27,163.91,178.5,131306.8
2025-07-23 20:30:00,178.5,207.43,164.44,183.99,143745.2
2025-07-23 20:45:00,183.99,213.3,150.07,188.69,141463.0
